id,article,highlights
002ab555011a771d8390288495066e30028292ee,"By . Ted Thornhill . Last updated at 2:18 PM on 30th December 2011 . Bored of your surroundings and want to liven things up? Or fancy destroying that broken bit of office machinery? Now there’s an app that’ll add a bit of action movie magic into your life by super-imposing dramatic special effects over mobile phone footage. Action Movie FX for iPhone comes courtesy of J.J. Abrams’ production company Bad Robot Interactive, which is behind Star Trek, Super 8 and Mission Impossible 3. SCROLL DOWN FOR MAILONLINE'S BLOCKBUSTER DEBUT . Kaboom: A MailOnline reporter finds himself in the line of fire . Dramatic: The app's effects are incredibly realistic . Leave it to the professionals: The company behind the app, Bad Robot, has plenty of expertise with movie special effects . The free app comes with two effects – a missile strike and a car crash, and the results are incredible. Simply hit record and film a scene, then use a slider to mark the point at which you want the ‘fx’ to begin. The missile strike is gigantic and a burning pile of rubble is left behind after the initial explosion. The car crash is equally professional-looking. Swirls of dust precede an SUV dropping out of the sky and flying into the camera. Car-nage: A terrifying car crash is one of the free effects that comes with the app . Lights, iPhone, action! For 99 cents you can add in a helicopter crash . Gunning for filmmaking glory: The app also features fake armed police . Simple: The app is straightforward to use and it only takes seconds before you've made special-effects-laden footage . There are even action-movie sound effects to accompany the carnage. More effects, such as a helicopter falling from the sky, can be added for a small fee. So far it’s proving hugely popular, with one user, Jimmo Olson, commenting: ‘I ordered a missile strike on my office calendar. Looks like I’m leaving early today.’",The free iPhone app comes with a 'missile strike' and a 'car crash'
002b864bf68d00d74d0cad76be4cbc049f7321ca,"By . Chris Brooke . PUBLISHED: . 10:18 EST, 8 April 2013 . | . UPDATED: . 05:07 EST, 9 April 2013 . A man went berserk and stabbed his fiancée because of the stress of trying to win a £25,000 ‘dream wedding’ contest, a court heard yesterday. Lee Rowlands and Madelaine Moir, both 37, were one of five couples in the competition final who were attempting to win the prize by raising the most money for charity in a week. They were working 20 hours a day to try to raise the money when Rowlands suffered a ‘psychotic episode.’ He allegedly began hearing voices and attacked Miss Moir with two kitchen knives as she cowered on the floor. Strain: Lee Rowlands, right, and his fiancée Madelaine Moir, he he attacked with two kitchen knives during a psychotic episode while desperately trying to win a radio competition for a 'Dream Wedding' She was wounded on her breast, arm, fingers and knee and he ran into the street believing he had killed her, Sheffield Crown Court was told. Yesterday Rowlands was jailed for 28 months after admitting unlawful wounding. He will be released in a few weeks because he has been in custody for 13 months and would have been automatically freed at the halfway point of his sentence. Miss Moir is said to have stood by him and they still hope to get married. The couple had been together for two years before the attack on March 14 last year. They entered the competition run by Sheffield-based independent radio station Hallam FM in the hope of winning the £25,000 wedding package, including a honeymoon in Sri Lanka, venue hire, dress, flowers and photographer. In her application Miss Moir wrote: ‘We wish we had met years ago, we love each other and want to shout it to the world.’ Stand by your man: Miss Moir arrives at Sheffield Crown Court to see Rowlands sentenced. The pair still hope to marry one day . Alison Dorrell, prosecuting, said the couple had a happy relationship and Rowlands had become the father figure to the divorcee’s two children. But Miss Moir had noticed her partner’s heart beating irregularly and he began to speak about hearing voices. He also threatened to jump out of the window and harm himself. During the 25-minute ‘episode’ Rowlands attacked his fiancée with two kitchen knives at their home in Armthorpe, Doncaster. He then ran outside in his boxer shorts ‘saying he had killed her’. Rowlands was found by police sobbing in the street. Miss Dorrell said: ‘He was making no sense at all.’ Miss Moir needed hospital treatment and later had surgery on a finger injury. She said later she didn’t recognise the man who attacked her.  ‘He wasn’t himself and she was of the view that he didn’t want to hurt her and he wasn’t thinking rationally,’ said Miss Dorrell. Miss Moir wrote in her victim statement: ‘We never argued. This is why I can’t say what happened. It is as if somebody else had taken over his body.’ The court heard she had helped turn Rowlands’ life around. He had served time in jail, and they entered the wedding contest because he was desperate to prove himself. Richard Barradell, defending, said the couple aimed to raise £2,000 each a day to win the wedding prize. However, it became clear ‘things were getting to Lee Rowlands’. Mr Barradell said ‘something snapped’ and Rowlands had a ‘psychotic mental breakdown of rapid onset’. ‘He is desperately sorry for what he did. He can’t explain it.’ Judge Robert Moore said Rowlands had been receiving mental health treatment and his release in a few weeks under licence would enable him to continue his rehabilitation. Sorry we are unable to accept comments for legal reasons.","Lee Rowlands tried to raise £2,000 a day for charity to win the competition .
But the strain got too much and he suffered a psychotic episode .
He stabbed fiancée Madelaine Moir in the breast, arm, fingers and knee ."
002c115c31577d0e9443794d27c2df51312858b4,"Washington (CNN) -- The pilots of Northwest Flight 188 did not fall asleep when they overflew their destination by more than 100 miles in October, the National Transportation Safety Board said Thursday in a detailed report on the wayward flight. The two pilots ""became distracted by a conversation"" about the airline's new work schedule system and by laptop computers they were using in violation of company policy and did not communicate with air traffic control for about 1 hour and 17 minutes while they cruised past their Minneapolis, Minnesota, destination at 37,000 feet, the NTSB said. The safety board also faulted the Federal Aviation Administration for air traffic control shortcomings. The NTSB report gives the most complete official account to date of the errant flight, which prompted the FAA to revoke both pilots' licenses, prompted the airline to suspend them from flying and prompted the FAA to adopt new procedures to notify the U.S. military in cases where the FAA loses contact with commercial aircraft. According to the account, the flight from San Diego, California, was routine until the plane was in the Denver, Colorado, region. There, air traffic controllers directed the crew of the Airbus A-320 to change their radio frequency. The co-pilot, or first officer, acknowledged the frequency change and read back the correct frequency. However, neither the captain nor the first officer contacted controllers on the new frequency until about 1 hour and 17 minutes later, when Winnipeg, Manitoba, controllers directed the crew to contact Minneapolis. The NTSB said that because of the proximity of the Winnipeg frequency to the last frequency acknowledged by the pilots (Winnipeg is 132.125 megahertz, while the last frequency used was 132.17) it is ""likely the first officer began to dial in the new frequency but never completed the frequency change by pushing an activation button. Nor did the first officer attempt to contact the next controller."" The NTSB said the frequency change likely occurred while the captain was taking a restroom break and while a flight attendant was serving dinner. ""These events may have distracted the first officer from completing the frequency change or attempting to contact the next ATC controller,"" the NTSB said. Further, the captain's absence would have prevented him from checking the co-pilot's actions. When the captain returned, the pilots became involved in a conversation over new scheduling procedures, and the first officer tutored the captain using their computers, the NTSB said. ""The pilots allowed this conversation to monopolize their attention,"" the board said. ""Both pilots state that they heard radio chatter but did not hear a radio call for NWA188."" The laptop computers they used likely blocked their view of numerous visual alerts, including text messages sent by airline dispatchers and at least nine messages regarding their position on the airplane's primary flight display, the NTSB said. Northwest Airlines policy prohibited the use of the laptops, the NTSB said. Both pilots told the NTSB the first indication of anything unusual was when a flight attendant called to ask about their arrival time. The captain ""looked at his navigation display and saw Duluth [Minnesota] to his left and Eau Claire [Wisconsin] to his right,"" the board said. The NTSB said it could not determine why the pilots did not respond to numerous radio calls, but said it could be because the volume was turned down, the pilots were distracted or the plane was outside the coverage for the 121.5 megahertz transmitters. The NTSB faulted the FAA for not catching the pilots' errors earlier, saying the plane entered two Denver sectors uneventfully, but radio contact was not established in the next two sectors, where controllers were preparing for a shift change. ""Neither sector controller's relief briefing included information that communication had not been established"" with the plane, the NTSB said. The NTSB said the FAA had no standard procedures to indicate that an aircraft had not made radio contact when electronic radar handoffs of planes occurred from one sector to the next. ""Because of this lack of standardization, NWA188 passed through two Denver ATC sectors without the controllers being aware that it had not made radio contact,"" the safety board said. Almost 30 minutes had elapsed before the next sector's controller attempted to regain contact with the plane and realized the plane was unresponsive to radio calls, the board said. Recognizing the problem, controllers first attempted to regain contact by calling Northwest dispatchers, then by calling an emergency frequency, but did not use words such as ""emergency"" or ""mayday"" that may have helped capture the pilots' attention, the NTSB said. The pilots did not respond. As a result of the investigation and of the crash of an executive jet in Montana in 2009, the safety board is recommending steps to prevent a repeat of the incidents. Six days after the event, the FAA revoked the licenses of Capt. Timothy Bryan Cheney and First Officer Richard Irwin Cole, saying their lack of awareness that they had overflown the Minneapolis airport was ""completely unacceptable"" and ""put your passengers and your crew in serious jeopardy."" But in a settlement signed with the pilots on Monday, the pilots acknowledged no wrongdoing, and the FAA agreed to allow the pilots to reapply for their licenses in August, two months shorter than would ordinarily be allowed. A spokesman for Delta Airlines, which merged with Northwest, said this week the airlines' internal investigation is continuing.","First officer didn't completely load radio frequency, NTSB says .
He and pilot then were distracted by discussion, personal computers, NTSB says .
NTSB also blames air traffic controllers for not realizing problem earlier ."
002c715ea1428373cc432c9508d4a48d2e6069f4,"Four police officers involved in the fatal pursuit of a young student used 'unnecessary, excessive and unlawful force' against him, a court has heard. Brazilian student Roberto Curti, 21, died in the early hours of March 18, 2012, after a chase and violent struggle with police in Sydney's CBD in which he was tasered, handcuffed, hit with capsicum spray and knelt on. Policemen Scott James Edmondson and Daniel David Barling have been charged with assault occasioning actual bodily harm while Chin Aun Lim and Damian John Ralph face the charge of assault. All four have pleaded not guilty. Brazilian student Roberto Curti died in the early hours of March 18, 2012, following a chase and violent struggle with police in which he was Tasered, handcuffed, hit with capsicum spray and knelt on . A court heard on Monday that the four police officers involved used 'unnecessary, excessive and unlawful force' against Mr Curti . On the opening day of a four-week hearing, prosecutor Cate Dodds on Monday said Mr Curti became increasingly afraid and erratic after taking the drug LSD with two friends on the night of March 17, 2012. By the early hours of the morning, Mr Curti was seen running around the city before going to a convenience store and stealing two packets of Tim Tams. After a triple zero call, police initially described the biscuit theft over the radio as an armed robbery involving two men. Policemen Scott James Edmondson (left) and Daniel David Barling (right) pictured earlier this month have been charged with assault occasioning actual bodily harm . Mr Curti was eventually spotted by police who began chasing him along Pitt Street at about 6am. He was dressed in blue jeans and had no shirt and no shoes on. When police caught him, Ms Dodds said Lim successfully deployed his Taser at Mr Curti causing him to fall to the ground. What happened next, she said was 'unnecessary, excessive and unlawful'. As Mr Curti lay handcuffed on the ground, surrounded by cops, Lim discharged his Taser for a second time. Chin Aun Lim (left) and Damian John Ralph (right) face the charge of assault . Meanwhile Barling, the court heard, used the Taser's 'drive-stun mode' on five separate occasions, while Edmondson used his twice. Mr Curti was also hit with capsicum spray by Ralph, Ms Dodds said. The cause of Mr Curti's death is undetermined but he was unable to be resuscitated at the scene. The hearing continues on Tuesday. Earlier this month the four police officers were seeking to permanently halt criminal proceedings against them. In a hearing in the first week of November, Barrister Bret Walker SC told Downing Centre Local Court they were now making an application to stay the proceedings against them. All four have pleaded not guilty and earlier this month were trying to halt all criminal proceedings against them . Barrister Bret Walker SC told the court, the prosecution case against the four police officer including Scott Edmondson (pictured) was 'rooted in an eradicable error' The prosecution case against the four had been tainted by directed interviews which took place in the days after Mr Curti's death, Mr Walker said. During the interviews, officers were 'compelled' to answer questions by threat of disciplinary action and therefore their answers should not have been used against them. Instead, Mr Walker argued, the interviews became 'inextricably entangled' in the ensuing investigation of them. This meant the prosecution case was 'rooted in an eradicable error', he said. The hearing commenced on Monday and will run for the next four weeks.  Chin Aun Lim is pictured here a fortnight ago . But Crown Advocate Natalie Adams SC, appearing on behalf of the attorney-general, said only three pages of Lim's interview had ever been handed to the DPP. If the admissibility of the interviews was in question, Ms Adams said there should be an application for that evidence to be excluded. 'This is not a basis for a stay,' she said, adding that should be a 'last resort'. Magistrate Mark Buscombe will hand down his decision on the permanent stay application by the four police officers on November 11. Police officer Damian Ralph leaving the Downing Centre Court in Sydney on November 3 .","A court heard that four police officers used 'unnecessary, excessive and unlawful force' against a student .
Brazilian student Roberto Curtis died in March 2012 following a chase and violent struggle with police in which he was tasered .
All officers have pleaded not guilty .
A four week hearing commenced on Monday ."
002c962834b7886c600a31a35053543e324883bd,"By . John Hall . Scam: Patricia Glancy conned five couples who were getting married at Wentworth Golf Club . A wedding planner who stole £11,000 from couples marrying at one of Britain's top golf clubs has avoided jail because she spent the money on a friend who was dying of cancer . Patricia Glancy, 36, conned five couples into leaving blank cheques with Wentworth Golf Club in Surrey, which she would then cash into her own bank account. Although she admitted stealing the money, Glancy was spared prison after it emerged she spent it on taking her dying friend Thelma Harte on holiday to New York, as well as on large donations to cancer charities. Glancy stole a total of £10,787.50 pounds between March 1 and June 6 last year, and had resigned shortly before the con was discovered by golf club bosses. The scheme was was finally detected when a bride emailed the club about her wedding preparations - only to be told she had not put down a deposit and the organiser had left. Judge Peter Moss, sitting at Guildford Crown Court today sentenced Glancy to six months in prison, suspended for 18 months. The court heard she had paid back every penny of the stolen money and that the golf club had honoured the weddings of all couples that fell victim to the scam. During the trial Judge Moss was handed 'proof' Glancy used to the cash to pay for a trip to New York for a friend, Thelma Harte, who was dying of cancer. Ms Harte is believed to have died before the scam was detected. Glancy also provided evidence that she had used the rest of the money to buy goods from the golf club’s shop, which were sold as items at charity auctions to raise money for two cancer hospices. 'Wentworth Golf Club picked up, as you would expect of a reputable organisation, the costs to fulfill their obligations that fell through because of your fraud. You risked damaging their reputation because of your actions,' said Judge Moss. 'You fully admitted this matter and I bear in mind you are 36 years of age and of good character. Suspended sentence: Patricia Glancy (pictured) was spared jail after it emerged she spent the stolen money taking a dying friend on holiday to New York, as well as making large donations to cancer charities . Money: Guildford Crown Court heard that Wentworth Golf Club (pictured) had honoured all the weddings for couples that found themselves conned out of thousands of pounds by Glancy . 'Your best friend was dying of cancer . and you wanted to provide trips for her to New York and you also . mentioned you had given donations to charity events for two particular . hospices, Judge Moss added. 'You certainly had . bought equipment from the professional shop - at a discount no doubt - . with some of the proceeds you had taken from your customers. 'I saw evidence you had been engaged in those charity events. It attracted, for you personally, a considerable amount of praise and admiration from family and friends. That may well have been the motivation for you.' Glancy, from Ascot in Berkshire, admitted five counts of fraud by false representation at an earlier court appearance. Judge Moss said her crimes deserved custodial punishment but decided to suspend her six-month prison sentence for 18 months. The judge told Glancy that she would immediately serve the six-month term if she committed any further crimes in the next 18 months. Scene: Patricia Glancy conned five couples into leaving blank cheques at the world-famous Wentworth Golf Club in Surrey (pictured). She would then deposit the cheques into her own bank account . He also ordered that she paid £350 pounds costs. Prosecutor Trina Little had earlier told the judge how Glancy worked at Wentworth Golf Club, near Virginia Water, Surrey, from January 16, 2012 to May 31 last year as club’s events sales manager. She said: 'She was tasked to arrange wedding receptions for people getting married at the club and liaised with the parties in doing so.' 'Miss Glancy was asking for deposits. On four of the counts the parties paid by cheques. They left them blank and she said she would stamp them with the Wentworth Golf Club stamp.' 'She completed her name and details.' One payment was made by bank transfer - but instead of giving the club’s details to the couple, Glancy gave her own account number, the prosecutor said. Lisa Patel and Mo Maan had just under £1,940 pounds diverted without their knowledge. Lauren Sandford’s father wrote a cheque for £2,650 pounds as a deposit for his daughter’s wedding to Gary Kearton. Home: Guildford Crown Court heard Patricia Glancy had now repaid all the money she had stolen. Above, Glancy's home in Ascot, Berkshire . A further cheque for an almost identical sum for Daniella Field and Matt Joy’s reception failed to land in the club’s account. Then £1,239 pounds for Nikki Hitchmore and Hooverney Martinez’s big day was taken, before Nadine Maraj and Shiraz Sharif had just over £2,300 pounds vanish into Glancy’s account. The frauds, which were carried out between March 1 and June 6, 2013, were exposed by an investigation launched after Lisa Patel tried to send Glancy an email, only for a message to bounce back saying she had left the club. Wentworth honoured the payments to make sure the weddings went ahead as planned. Glancy’s defence counsel Robert Spencer-Bernard told the judge that his client was 'genuinely remorseful' and had paid back the full amount to Wentworth. The judge had deferred Glancy’s sentencing hearing last month to give her time to prove she had spent the money on charitable causes, and to repay the cash.","Patricia Glancy, 36, conned couples out of money at Wentworth Golf Club .
She admitted five counts of fraud, with the stolen money totaling £10,787 .
Glancy was today spared jail after proving how the spent stolen money .
She had donated large sums to charity and took dying friend to New York ."
002cceec34994ff6ff91f6232054e5f71b9eb4b5,"The secret to staying slim could be in saliva. Researchers have found that a gene that makes a carb-busting compound has a large influence on weight. Nicknamed the Atkins Gene in some quarters after the popular diet, its official scientific nickname is AMY1. The gene makes an enzyme that is found in saliva and begins the breakdown and digestion of starchy foods like chips, crisps and rice. Carbohydrates: Researchers have found that a gene that makes an enzyme found in saliva begins the breakdown of starchy food and can have a large influence on weight . The study showed that people who had more copies of the gene made more of the enzyme and were more likely to be slim. Although we normally think of genes as coming in pairs, some people will only have one copy of a gene.  Others will have two, three or even more. In the case of the AMY1 gene, it possible to have up to 20 copies. Those who had fewer copies would be likely to find carbohydrates more difficult to digest - and therefore more likely to put on weight the journal Nature Genetics reports. Nickname: The AMY1 gene has been nicknamed the Atkins Gene after the popular diet devised by Dr Robert Atkins (pictured) It is not clear why.  But one possibility is that the undigested starch is feasted on by gut bacteria that fuel obesity by tinkering with the metabolism. The researchers, from King’s College London and Imperial College London, said that future dietary advice may have to be tailored to a person’s digestive system. Professor Tim Spector, the study’s joint lead author, said: ‘These findings are very exciting. ‘The next step is to find out more about the activity of this digestive enzyme and whether this might prove a useful marker or target for the treatment of obesity. ‘In the future, a simple blood or saliva test might be used to measure levels of key enzymes such as amylase in the body and therefore shape dietary advice for both overweight and underweight people. ‘Treatments are a long way away but this is an important step in realising that all of us digest and metabolise food differently – and we can move away from ‘one-size fits all diets’ to more personalised approaches.'","AMY1 gene makes a carb-busting compound and can influence weight .
Gene makes enzyme in saliva that begins the breakdown of starchy food .
It has been nicknamed the Atkins Gene after the popular diet .
Study finds that those with more copies of the gene are likely to be slim ."
0031f262451b4b335dfda3aca9b533d244244e1e,"By . James Rush . PUBLISHED: . 08:53 EST, 11 June 2013 . | . UPDATED: . 14:49 EST, 11 June 2013 . Historians seeking to identify a troop of fallen World War One soldiers could be one step closer to cracking the 99 year mystery after tracing the descendant of a young man killed in France in 1914. The group of unknown soldiers, who fell during heavy gunfire during a battle in Beaucamps-Ligny, France, could be identified thanks to DNA provided by the great-nephew of Private Frederick Thompson, who was reported missing in action at the age of 20. It is believed Private Frederick could be one of the 15 found at the site in France in 2009. Now, his great-nephew Eric Saunders, 61, . from Worcester, has submitted a DNA sample in the hope it matches with . one of the sets of remains and proves it belongs to his relative. Eric Saunders has submitted a DNA sample in the hope it will confirm one of the sets of remains of soldiers found in Beaucamps-Ligny, France, belongs to his great uncle . Private Frederick Thompson (left and right, with his wife) was reported missing in 1914 at the age of 20. Historians believe he could be one of the 15 soldiers found in Beaucamps-Ligny, France, in 2009 . And historians from the Commonwealth War Grave Commission hope that after the DNA testing has been undertaken, they will finally be able to discover their identities and give them a military funeral 100 years on. The remains of the soldiers were uncovered by farmers digging up sewers in 2009. Private Frederick Thompson, killed in action early in the First World War, may be identified nearly a century after his death . Archaeologists uncovered partial skeletal remains of 15 men - alongside toothbrushes, and brass buttons proving the men belonged to the 2nd Battalion York and Lancaster Regiment - after their remains were uncovered by farmers digging up sewers in 2009. One young soldier, Private Frederick Thompson, killed in action early in the First World War may be identified nearly a century after his death, from DNA provided by his great-nephew, in one of the first DNA tests on the soldier's remains. The commission managed to track down Private Thompson’s closest living relative, his great nephew Mr Saunders, and they are now awaiting the results of his DNA test to see if Private Thompson will be the first unknown soldier to be identified. Mr Saunders said: 'I had no idea that any of my relatives served in the Great War. I feel immensely proud to discover that my great uncle fought for his country. 'I was stunned to discover that he had been killed at the age of just 20. 'I have grandchildren that age myself, and I can’t even begin to imagine what those soldier’s poor mothers went through. 'I know it happened to a lot of people but it really hits home to find out that happened to one of my own relatives. 'I didn’t really know anything about my mother’s side of the family. We were both shocked. The number of discoveries of remains varies from year to year, but since 2003 the Commonwealth War Graves Commission has dealt with an average of about 18 cases each year. Over the last decade the highest number of discoveries was in 2007 when 24 cases were found, while the lowest was 12 cases in 2011. Each case can involve multiple sets of remains - bomber crews for example commonly involve seven casualties - but generally discoveries are of one or two casualties at a time. The most common cause of discoveries are building work or farmers ploughing fields. The vast majority of cases are in France and Belgium . In all instances, the responsibility for investigation and identification rests with the relevant service authority - the armed forces of the country for which the individual was serving. The commission’s responsibility begins when the remains are handed over for burial. The commission then identifies the appropriate cemetery - usually the closest Commonwealth War Cemetery in which there is space - manufacture the headstone, prepare the grave and care for the individual in perpetuity once the burial has taken place. 'I was very keen to give a DNA sample to try and prove the identity of these unknown heroes. 'I’ve . been told it may take several months to come back with a result, but I . hope I can do my bit to give those men the proper funeral they deserve. 'I’ve said that I would like to attend the funeral ceremony for the men, even if it turns out not to be my uncle’s remains. I feel as though I have a bond with those men now.' The 2nd Battalion York and Lancaster Regiment had been based in Ireland at the outbreak of the war, landing in France on September 9, 1914, and taking part in the Battle of Armentihres. The battalion then headed to fight with the 6th Division along a line from Preniesques to Radinghem in an action that lasted from October 20 to 31. All the men will be laid to rest in the same graveyard with full military honours, to mark the centenary of their deaths in October 2014. An MOD spokesman said: 'The use of DNA can in some cases enable us to confirm the identity of remains that are discovered, but after many decades results may be inconclusive. We always take steps to make families fully aware of this possibility. 'DNA testing is only used where there is a realistic chance of a positive match being obtained and may not be appropriate in all cases. 'The JCCC Historic Casework team undertakes a unique and essential role in investigating where remains of British Service Personnel are found on wartime battlefields and is always mindful that their work often closes a chapter for families who have lost loved ones many years ago.' Historic find: Beaucamps-Ligny is situated to the west of Lille in France .","Historians seeking to identify troop of fallen WWI soldiers found in France .
Eric Saunders provided DNA sample to see if one was his great uncle .
Private Frederick Thompson was reported missing in action at the age of 20 ."
0032962a65bf404388581ef85d501c048eb67987,"A British teenager has been sentenced to eight years in prison over the stabbing death of a British soldier during a nightclub brawl  in Cyprus. David Lee Collins, 18, from London, was stabbed to death after a fight broke out in a nightclub in the popular resort of Ayia Napa last November. The court said that Mohamed Abdulkadir Osman, originally from Somalia, but living in London, was provoked and 'lost . self-control' when he pulled out a switchblade and fatally stabbed Mr Collins. Tragic: David Lee Collins, 19, was stabbed to death after a fight broke out in a nightclub in the popular resort of Ayia Napa last November - the photo on the right is thought to be last image taken of him before his death . The three-judge bench said that Collins had confronted Osman and his friends after being punched by an unidentified nightclub patron, raising a clenched fist at the group and telling them 'Are you bad men?' - a phrase which the court said is interpreted in Britain as a challenge to a fight. The court said that it was a group of friends with Collins - all of whom were soldiers - that started the fight. The court also took into account that there was no premeditation on 19-year-old Osman's part since he didn't previously know the victim, had fully cooperated with investigators and had apologised to the victim's family. Sentenced: Mohammed Abdulkadir Osman, 20, originally from Somalia but believed to have been living in London, admitted manslaughter at a court hearing in Larnaca on April 22 and returned for sentencin . David Collins' mother Lisa Minott, arrived at  the court in Larnaca, Cypru  clutching a large handbag with a painted portrait of her son . But it discounted Osman's consumption . of alcohol as a mitigating factor and noted the fact that he had the . switchblade on him inside the club 'carried the possibility of harm . being caused.' Police searching Osman's hotel room . at the time turned up marijuana, two brass knuckles and 11 switchblades . that the defendant said he bought from a local store as souvenirs to . take back home and give to friends. Charges against two other teenagers, who were both 17 at the time of the stabbing, were dropped. Mr Collins, from the 2nd Battalion, . Royal Regiment of Fusiliers, died from a 'ruptured heart caused by a . sharp instrument', according to a post-mortem. Killed while off-duty: Tributes have been paid to Mr Collins, second left, on Twitter and a Facebook page has been set up in his memory . Party: Mr Collins (fourth from right in black and red cap) was stabbed to death after a fight broke out in a nightclub . Scene: The stabbing took place during a fight between four soldiers and three British tourists at this nightclub . He was stationed at the British Army base at Dhekelia but was due to fly to Afghanistan the day before he died and his battalion's mission was delayed. Mr Collins' mother Lisa Minott and her sister - along with members of his regiment - were in court to hear the sentencing. MoD spokeswoman . Connie Pierce said the attack took place in an area of the eastern . Mediterranean island that British soldiers are told to avoid because of . previous incidents. After the rape and murder of Danish tour guide Louise Jensen by British servicemen in 1994, the centre of Ayia Napa - a clubbing resort with a reputation for sex, drugs and violence - was declared off limits to soldiers by military top brass on the island. About 3,000 British military personnel are stationed in Cyprus at bases retained after the former British colony gained independence in 1960. In 2008, nine British soldiers went on trial accused of trashing a pub and beating up its owner during a mass bar brawl on the island. The servicemen, who were celebrating finishing tours of Iraq and Afghanistan and coming home to the UK, were all acquitted. Sorry we are not currently accepting comments on this article.","David Lee Collins, 18, was stabbed to death after a fight broke out .
Died after being stabbed in Ayia Napa nightclub last November .
Mohammed Abdulkadir Osman, 20, .
originally from Somalia was jailed .
Court: Collins' friends - who were all soldiers - started the fights ."
0032d07e91b8ce3d5f8ac313d799341df7556234,"(CNN) -- Virgin, a leading branded venture capital organization, is one of the world's most recognized and respected brands. Conceived in 1970 by Richard Branson, the company started out with a magazine four years before that, which Branson began while still at school. The next move was into the music industry, setting up Virgin as a music retailer and then branching out into music production. The first recording was the 1973 smash ""Tubular Bells,"" by Mike Oldfield. The Virgin Group has gone on to grow very succesful businesses in sectors ranging from mobile telephony, to transportation, travel, financial services, leisure, music, holidays, publishing and retailing. Virgin has created more than 200 branded companies worldwide, employing approximately 50,000 people, in 29 countries. Revenues around the world in 2006 exceeded £10 billion ($20 billion). In 2002, the combined sales of the different Virgin holding companies exceeded £4 billion ($8 billion). The equity of Virgin Music Group -- record labels, music publishing and recording studios -- was sold to THORN EMI in 1992 in a $1 billion deal. E-mail to a friend .","The Virgin Group was founded by Richard Branson in 1970 .
Student Magazine, started by Branson at 16, was forerunner to the group .
Today Virgin has more than 200 companies in a range of industries ."
00330ad079a460a329fa0977f2db3810044f23af,"Spherical fossils in China dating back 600 million years could be the remains of the planet's earliest animals. The fossils are 60 million years older than the date skeletal animals appeared during a huge growth spurt of new life on Earth known as the Cambrian Explosion. Virginia scientists claim the fossils are too complex to be bacteria, and may instead be the embryos of an ancient unidentified creatures. Spherical fossils in China dating back 600 million years could be the remains of the planet's earliest animals.The fossils are 60 million years older than the date skeletal animals appeared during a huge growth spurt of new life on Earth known as the Cambrian Explosion . Called Megasphaera, the ancient fossils come from a rock layer in southern China called the Doushantuo Formation and contradict several longstanding interpretations of multicellular fossils. Each fossil measures around 0.03 inches (0.7mm) across and originated from what could have been a marine environment at the time. 'This opens up a new door for us to shine some light on the timing and evolutionary steps that were taken by multicellular organisms that would eventually go on to dominate the Earth in a very visible way,' said Shuhai Xiao, a professor of geobiology in the Virginia Tech College of Science. Called Megasphaera, the ancient fossils come from a rock layer in southern China called the Doushantuo Formation and contradict several longstanding interpretations of multicellular fossils . The Cambrian explosion, or Cambrian radiation, was the relatively rapid appearance, around 540 million years ago, of most major animal phyla, as demonstrated in the fossil record. About 580 million years ago, most organisms were simple, composed of individual cells occasionally organized into colonies. Over the following 70 or 80 million years, the rate of evolution accelerated by an order of magnitude (as defined in terms of the extinction and origination rate of species) and the diversity of life began to resemble that of today. It ended with the Cambrian-Ordovician extinction event, approximately 488 million years ago. 'Fossils similar to these have been interpreted as bacteria, single-cell eukaryotes, algae, and transitional forms related to modern animals such as sponges, sea anemones, or bilaterally symmetrical animals. This paper lets us put aside some of those interpretations.' By cutting the rocks into extremely thin slicers, the scientists were able to shine a light through the fossils to see the formation inside, according to a report in LiveScience. Professor Xiao found patterns in the fossils that suggests cell-to-cell adhesion and programmed cell death - qualities found in the cell of animals and plants. The fossils could represent the shift between single-celled life and multicellular animals, Professor Xiao said. Professor Xiao is now hoping to find more Megasphaera, including fossils of the adult creatures that may have created the embryos. 'We will have to be open-minded in terms of what can be expected,' Professor Xiao told Stephanie Pappas at LiveScience. 'There are extinct animals or even offshoots of the lineages leading to animals that could be rather different from what we know as animals living today.'","Called Megasphaera, the fossils were found in rock in southern China .
They are 60 million years older than date skeletal animals appeared .
But the cells are too complex to be belong to bacteria, the study claims .
They may represent shift between single-cell life and multicellular animals ."
